feature,i,score
p3subj2_AF4,7,0.5014408984619438
p3subj2_AF4,8,0.4954552291724864
p3subj2_AF4,9,0.5046071176885131
p3subj2_Fp2,0,0.5071179428942245
p3subj2_Fp2,1,0.501182945863797
p3subj2_Fp2,2,0.5
p3subj2_Fp2,3,0.5050854926846465
p3subj2_Fp2,4,0.5000083290300011
p3subj2_Fp2,5,0.49026915113871633
p3subj2_Fp2,6,0.5159560723514212
p3subj2_Fp2,7,0.5000082337054969
p3subj2_Fp2,8,0.5030943120527752
p3subj2_Fp2,9,0.509090909090909
p3subj2_Fz,0,0.5511842959117457
p3subj2_Fz,1,0.4932473506941592
p3subj2_Fz,2,0.4967637540453074
p3subj2_Fz,3,0.4930195663670016
p3subj2_Fz,4,0.49431960153920473
p3subj2_Fz,5,0.49829931972789115
p3subj2_Fz,6,0.5213824289405685
p3subj2_Fz,7,0.5043556302078187
p3subj2_Fz,8,0.464254249307003
p3subj2_Fz,9,0.49835271317829455
p3subj2_Cz,0,0.5135666774821545
p3subj2_Cz,1,0.5
p3subj2_Cz,2,0.5007074584180026
p3subj2_Cz,3,0.49639520535871673
p3subj2_Cz,4,0.5029068314704069
p3subj2_Cz,5,0.5009464655427388
p3subj2_Cz,6,0.6074289405684754
p3subj2_Cz,7,0.498567335243553
p3subj2_Cz,8,0.49462793046393194
p3subj2_Cz,9,0.507637420718816
